scene,screen_pct,cvar_name,cvar_value,frames_analysed,csv_file,avg_FrameTime,p95_FrameTime,max_FrameTime,std_FrameTime,var_FrameTime,avg_GameThreadTime,p95_GameThreadTime,max_GameThreadTime,std_GameThreadTime,var_GameThreadTime,avg_RenderThreadTime,p95_RenderThreadTime,max_RenderThreadTime,std_RenderThreadTime,var_RenderThreadTime,avg_GPUTime,p95_GPUTime,max_GPUTime,std_GPUTime,var_GPUTime,avg_RHIThreadTime,p95_RHIThreadTime,max_RHIThreadTime,std_RHIThreadTime,var_RHIThreadTime,avg_GPUMem/LocalUsedMB,p95_GPUMem/LocalUsedMB,max_GPUMem/LocalUsedMB,std_GPUMem/LocalUsedMB,var_GPUMem/LocalUsedMB,avg_GPU/TAA,p95_GPU/TAA,max_GPU/TAA,std_GPU/TAA,var_GPU/TAA
cubetest,100,r.TemporalAACurrentFrameWeight,0.9,750,Profile(20260407_172300).csv,3.9601,4.8659,5.8381,0.5131,0.2633,1.1421,1.3061,2.9356,0.1602,0.0257,3.9541,4.8764,5.8551,0.5195,0.2699,3.2461,3.8594,3.9715,0.3399,0.1156,2.1751,2.6649,2.9043,0.2477,0.0614,2445.7352,2502.6523,2502.6523,372.7106,138913.1882,0.0872,0.091,0.4445,0.0429,0.0018
cubetest,100,r.TemporalAACurrentFrameWeight,1.0,750,Profile(20260407_172312).csv,3.9476,4.8307,5.7385,0.486,0.2362,1.1482,1.321,3.7633,0.1753,0.0307,3.9413,4.828,5.7467,0.4933,0.2433,3.2438,3.8391,4.0342,0.3257,0.1061,2.1527,2.6141,3.1288,0.2315,0.0536,2459.6232,2499.6523,2499.6523,313.849,98501.1961,0.0835,0.0901,0.4392,0.0262,0.0007
cubetest,100,r.TemporalAASamples,4,750,Profile(20260407_172324).csv,3.947,4.8315,5.7789,0.5048,0.2548,1.1547,1.3348,3.0955,0.1625,0.0264,3.9407,4.827,5.8277,0.5089,0.259,3.2403,3.8398,4.0295,0.3244,0.1052,2.1394,2.5951,3.0881,0.2289,0.0524,2447.4723,2497.6523,2497.6523,349.8723,122410.596,0.0823,0.0901,0.4342,0.0137,0.0002
cubetest,100,r.TemporalAASamples,8,750,Profile(20260407_172336).csv,3.9497,4.7791,5.726,0.4919,0.2419,1.1394,1.3043,3.8415,0.1736,0.0301,3.9434,4.8217,6.1204,0.5117,0.2618,3.2394,3.8408,4.0182,0.333,0.1109,2.1535,2.6617,3.1233,0.2405,0.0578,2417.2406,2500.6523,2500.6523,449.1699,201753.5596,0.0852,0.09,0.4474,0.0346,0.0012
cubetest,100,r.TemporalAASamples,16,750,Profile(20260407_172347).csv,3.9229,4.756,6.5372,0.4982,0.2482,1.1183,1.2758,2.9229,0.1544,0.0238,3.9166,4.7643,6.5602,0.5082,0.2582,3.2237,3.8381,4.2016,0.3342,0.1117,2.0527,2.3468,2.9657,0.165,0.0272,2457.0587,2500.6523,2500.6523,326.5452,106631.7535,0.0856,0.0902,0.4474,0.0368,0.0014
cubetest,100,r.TemporalAASamples,32,750,Profile(20260407_172359).csv,3.9591,4.8177,6.0784,0.5139,0.2641,1.1596,1.3947,3.7384,0.1825,0.0333,3.9533,4.8421,6.0857,0.5277,0.2784,3.2271,3.8517,4.0228,0.3315,0.1099,2.165,2.648,3.1259,0.2399,0.0575,2431.9769,2498.6523,2498.6523,402.8123,162257.7739,0.083,0.0892,0.4425,0.0229,0.0005
cubetest,100,r.TemporalAASamples,64,750,Profile(20260407_172411).csv,3.9684,4.8067,6.1984,0.5006,0.2506,1.1437,1.3186,3.1198,0.1666,0.0277,3.9619,4.8256,6.2033,0.51,0.2601,3.232,3.852,4.0211,0.3286,0.108,2.195,2.6427,3.3042,0.2448,0.0599,2429.5929,2499.6523,2499.6523,412.6379,170270.0516,0.085,0.0892,0.4465,0.0344,0.0012
cubetest,100,r.TemporalAAFilterSize,0.1,750,Profile(20260407_172423).csv,3.9376,4.7431,6.2037,0.4711,0.2219,1.1485,1.35,3.3141,0.1717,0.0295,3.9314,4.7331,6.2233,0.485,0.2352,3.237,3.8519,3.9984,0.3217,0.1035,2.1605,2.6725,3.0001,0.2395,0.0574,2444.7235,2501.6523,2501.6523,372.5564,138798.2453,0.0841,0.0902,0.4475,0.0263,0.0007
cubetest,100,r.TemporalAAFilterSize,0.25,750,Profile(20260407_172435).csv,3.9413,4.7062,6.8721,0.4747,0.2253,1.1383,1.2574,2.8437,0.1476,0.0218,3.9351,4.7572,6.8667,0.4918,0.2419,3.2263,3.8344,4.001,0.3199,0.1023,2.1295,2.5676,3.0257,0.2115,0.0447,2427.0972,2500.6523,2500.6523,422.2042,178256.4056,0.0846,0.0901,0.4414,0.032,0.001
cubetest,100,r.TemporalAAFilterSize,0.5,750,Profile(20260407_172446).csv,3.8807,4.568,6.1248,0.4352,0.1894,1.0926,1.2095,2.7717,0.1522,0.0232,3.8743,4.5608,6.1636,0.4485,0.2011,3.2274,3.8377,3.9688,0.3267,0.1067,2.0839,2.4914,2.9391,0.2057,0.0423,2456.7945,2503.6523,2503.6523,339.0656,114965.4706,0.0835,0.0901,0.4425,0.0263,0.0007
cubetest,100,r.TemporalAAFilterSize,0.7,750,Profile(20260407_172458).csv,3.9587,4.83,6.2199,0.5017,0.2517,1.1451,1.3056,3.5722,0.168,0.0282,3.9526,4.8409,6.2555,0.5158,0.2661,3.2353,3.8483,3.953,0.3329,0.1108,2.167,2.669,2.9394,0.2365,0.0559,2434.8549,2498.2773,2498.2773,392.8086,154298.5689,0.0846,0.0901,0.4372,0.0319,0.001
cubetest,100,r.TemporalAAFilterSize,0.9,750,Profile(20260407_172510).csv,3.9703,4.8028,6.0379,0.5067,0.2567,1.1425,1.2915,3.1051,0.1612,0.026,3.9642,4.8655,6.0342,0.5281,0.2789,3.2302,3.8515,5.338,0.337,0.1135,2.1826,2.6662,3.166,0.2511,0.0631,2402.9294,2499.6523,2499.6523,482.2388,232554.2265,0.0857,0.0901,0.4402,0.0366,0.0013
cubetest,100,r.TemporalAAFilterSize,0.95,750,Profile(20260407_172522).csv,3.97,4.8157,5.6943,0.5065,0.2565,1.1445,1.3108,2.9664,0.1571,0.0247,3.9639,4.8392,6.1332,0.525,0.2756,3.2421,3.8649,3.9679,0.3406,0.116,2.1927,2.6809,3.0021,0.2537,0.0644,2451.8771,2498.6523,2498.6523,338.3869,114505.7103,0.0871,0.0902,0.4444,0.0428,0.0018
cubetest,100,r.TemporalAAFilterSize,1.0,750,Profile(20260407_172533).csv,3.954,4.808,6.2896,0.5255,0.2762,1.147,1.3232,3.0872,0.1663,0.0277,3.948,4.8252,6.5075,0.5351,0.2864,3.2244,3.8371,3.9861,0.3243,0.1052,2.1491,2.6477,2.8812,0.2307,0.0532,2428.3475,2498.4023,2498.6523,412.4264,170095.5607,0.0846,0.0902,0.4414,0.0319,0.001
cubetest,100,r.TemporalAA.HistoryScreenPercentage,100,750,Profile(20260407_172545).csv,3.9077,4.7227,6.5633,0.4914,0.2415,1.1109,1.2639,2.888,0.159,0.0253,3.9014,4.7327,6.8627,0.5023,0.2523,3.2291,3.8375,4.0427,0.3298,0.1088,2.1137,2.6171,2.9449,0.2415,0.0583,2428.138,2498.1523,2498.1523,412.3908,170066.1955,0.0852,0.0901,0.4383,0.0366,0.0013
cubetest,100,r.TemporalAA.HistoryScreenPercentage,125,750,Profile(20260407_172557).csv,3.9845,4.7687,6.1878,0.4776,0.2281,1.1494,1.3182,2.9247,0.1564,0.0245,3.9784,4.796,6.2059,0.4884,0.2385,3.3083,3.8866,4.2478,0.3087,0.0953,2.1609,2.6149,2.9844,0.2228,0.0496,2477.6182,2535.4023,2535.4023,377.5693,142558.5581,0.1079,0.1146,0.468,0.0189,0.0004
cubetest,100,r.TemporalAA.HistoryScreenPercentage,150,750,Profile(20260407_172610).csv,4.0292,4.9295,6.0431,0.523,0.2735,1.1504,1.3297,2.9838,0.1579,0.0249,4.0233,4.936,6.1021,0.531,0.282,3.3491,3.9323,4.1526,0.3116,0.0971,2.1711,2.6325,2.985,0.2304,0.0531,2511.025,2555.7773,2555.7773,333.7175,111367.3741,0.1407,0.1453,0.5038,0.0393,0.0015
cubetest,100,r.TemporalAA.HistoryScreenPercentage,200,750,Profile(20260407_172623).csv,4.0831,4.9011,6.1933,0.4949,0.2449,1.1429,1.2627,3.0704,0.1501,0.0225,4.0769,4.9085,6.206,0.5002,0.2502,3.4416,4.025,4.2055,0.3156,0.0996,2.1727,2.6492,2.9179,0.2312,0.0535,2583.409,2611.2773,2611.2773,268.4268,72052.9683,0.2138,0.2211,0.5744,0.0296,0.0009
cubetest,87,r.TemporalAACurrentFrameWeight,0.01,750,Profile(20260407_172635).csv,3.8507,4.698,6.0835,0.5089,0.259,1.1448,1.3691,3.425,0.1674,0.028,3.8445,4.7612,6.0735,0.5293,0.2802,3.0249,3.6239,3.9451,0.3271,0.107,2.1766,2.6634,2.9268,0.2253,0.0508,2343.028,2464.8398,2464.8398,534.1009,285263.7891,0.0784,0.0799,0.4342,0.0344,0.0012
cubetest,87,r.TemporalAACurrentFrameWeight,0.02,750,Profile(20260407_172647).csv,3.8203,4.6488,6.3401,0.5009,0.2509,1.1214,1.3067,3.1878,0.1759,0.0309,3.8141,4.6714,6.3577,0.5202,0.2706,3.0185,3.6052,3.7422,0.3211,0.1031,2.1565,2.6123,2.8457,0.2181,0.0476,2354.7747,2463.4648,2463.4648,505.5178,255548.2852,0.0774,0.0799,0.4352,0.0293,0.0009
cubetest,87,r.TemporalAACurrentFrameWeight,0.04,750,Profile(20260407_172659).csv,3.8424,4.7082,6.6159,0.5531,0.3059,1.1314,1.3315,3.1468,0.1623,0.0263,3.8355,4.8069,6.6319,0.5821,0.3388,3.0236,3.6335,3.8268,0.3296,0.1087,2.0445,2.2842,2.9066,0.1534,0.0235,2349.8186,2464.9648,2464.9648,520.2416,270651.3088,0.0811,0.0819,0.4331,0.0445,0.002
cubetest,87,r.TemporalAACurrentFrameWeight,0.06,750,Profile(20260407_172711).csv,3.8504,4.6956,5.5114,0.5019,0.2519,1.1411,1.3473,2.9359,0.1598,0.0255,3.8444,4.8131,5.5376,0.5309,0.2818,3.0246,3.638,3.7314,0.3258,0.1062,2.1793,2.6903,2.9928,0.2366,0.056,2325.6996,2463.7148,2463.7148,566.8281,321294.0837,0.0783,0.0799,0.4332,0.0318,0.001
cubetest,87,r.TemporalAACurrentFrameWeight,0.1,750,Profile(20260407_172723).csv,3.857,4.727,6.2225,0.5132,0.2634,1.1337,1.3292,2.922,0.1626,0.0264,3.8509,4.768,6.4803,0.5381,0.2895,3.0231,3.6348,3.8246,0.3255,0.106,2.1853,2.6843,3.0287,0.2374,0.0563,2318.2095,2462.7148,2462.9648,579.1171,335376.6342,0.079,0.0808,0.4363,0.0345,0.0012
cubetest,87,r.TemporalAACurrentFrameWeight,0.2,750,Profile(20260407_172735).csv,3.8486,4.7205,5.8122,0.5047,0.2547,1.134,1.3502,2.9321,0.1609,0.0259,3.8423,4.7765,5.9885,0.5261,0.2767,3.0216,3.627,3.7624,0.3225,0.104,2.1711,2.6662,2.9897,0.2256,0.0509,2343.8913,2472.7148,2472.7148,549.3191,301751.475,0.0809,0.0814,0.4383,0.0468,0.0022
cubetest,87,r.TemporalAACurrentFrameWeight,0.5,750,Profile(20260407_172747).csv,3.8102,4.6182,6.3178,0.4978,0.2478,1.0796,1.2582,2.7014,0.1566,0.0245,3.8037,4.6248,6.3319,0.5142,0.2644,3.0112,3.6112,3.7802,0.3208,0.1029,2.1594,2.6433,3.0699,0.2412,0.0582,2359.0713,2467.7148,2467.7148,506.4402,256481.7201,0.0782,0.0799,0.4351,0.0318,0.001
cubetest,87,r.TemporalAACurrentFrameWeight,0.6,750,Profile(20260407_172758).csv,3.8238,4.6902,6.0881,0.4957,0.2458,1.1366,1.35,2.7664,0.1581,0.025,3.8177,4.7095,6.1539,0.5069,0.2569,3.0123,3.6369,3.7826,0.3274,0.1072,2.1433,2.6286,2.8534,0.241,0.0581,2378.514,2463.9648,2463.9648,451.0377,203434.9963,0.0804,0.0807,0.4475,0.0428,0.0018
cubetest,87,r.TemporalAACurrentFrameWeight,0.7,750,Profile(20260407_172810).csv,3.843,4.6149,5.5991,0.4745,0.2251,1.1457,1.4128,3.2562,0.1722,0.0296,3.837,4.663,5.6177,0.506,0.256,3.0264,3.6362,3.8034,0.3215,0.1033,2.1925,2.6966,3.1137,0.2592,0.0672,2325.8128,2463.9648,2463.9648,566.8557,321325.3675,0.0812,0.0808,0.4343,0.0446,0.002
cubetest,87,r.TemporalAACurrentFrameWeight,0.8,750,Profile(20260407_172822).csv,3.8207,4.716,5.7564,0.5248,0.2754,1.1485,1.4008,3.0975,0.1687,0.0285,3.8146,4.7549,5.7663,0.5392,0.2907,3.0109,3.6296,3.8096,0.3298,0.1088,2.1215,2.6252,2.9673,0.2483,0.0616,2360.1424,2461.9648,2461.9648,490.3931,240485.3931,0.0776,0.0799,0.4332,0.0291,0.0008
cubetest,87,r.TemporalAACurrentFrameWeight,0.9,750,Profile(20260407_172834).csv,3.8143,4.6017,6.7804,0.481,0.2314,1.1303,1.3276,2.965,0.1653,0.0273,3.8082,4.6507,6.7943,0.4952,0.2452,3.0271,3.6278,3.8174,0.3244,0.1052,2.1278,2.6021,2.9854,0.2326,0.0541,2365.297,2463.9648,2463.9648,483.1364,233420.8231,0.0793,0.081,0.4362,0.0366,0.0013
cubetest,87,r.TemporalAACurrentFrameWeight,1.0,750,Profile(20260407_172845).csv,3.793,4.579,6.693,0.5003,0.2503,1.1052,1.2737,3.5803,0.1807,0.0327,3.7867,4.6717,6.6935,0.5195,0.2699,3.0117,3.6176,3.8045,0.3195,0.1021,2.147,2.6304,3.0418,0.2456,0.0603,2376.8286,2465.5898,2465.5898,459.6215,211251.903,0.0796,0.0799,0.4362,0.0389,0.0015
cubetest,87,r.TemporalAASamples,4,750,Profile(20260407_172857).csv,3.8024,4.6282,6.2721,0.5099,0.26,1.1453,1.3619,3.1125,0.171,0.0293,3.7957,4.6476,6.2912,0.5192,0.2695,3.0135,3.6155,3.8023,0.3229,0.1043,2.0119,2.3303,2.897,0.1689,0.0285,2403.2455,2465.8398,2465.8398,387.7091,150318.3494,0.0788,0.08,0.4331,0.035,0.0012
cubetest,87,r.TemporalAASamples,8,750,Profile(20260407_172909).csv,3.8404,4.7114,5.9551,0.5323,0.2834,1.1409,1.397,3.2781,0.1752,0.0307,3.8344,4.7439,5.9806,0.5449,0.2969,3.0197,3.6266,3.7311,0.3262,0.1064,2.1371,2.6476,2.8692,0.2487,0.0618,2328.7234,2466.9648,2466.9648,567.5651,322130.1022,0.08,0.081,0.4536,0.041,0.0017
cubetest,87,r.TemporalAASamples,16,750,Profile(20260407_172921).csv,3.8351,4.7128,6.5297,0.5203,0.2707,1.1283,1.3637,2.9486,0.1632,0.0266,3.8291,4.7337,6.5215,0.5357,0.287,3.0287,3.6215,3.8183,0.3215,0.1033,2.1303,2.6312,2.9413,0.2453,0.0602,2363.2704,2461.9648,2461.9648,482.7225,233021.0254,0.0793,0.0809,0.4332,0.0365,0.0013
cubetest,87,r.TemporalAASamples,32,750,Profile(20260407_172932).csv,3.8051,4.657,5.9795,0.5087,0.2588,1.1365,1.3837,3.0434,0.1735,0.0301,3.7987,4.6888,5.9153,0.528,0.2788,3.0269,3.6209,3.8282,0.3264,0.1066,2.0162,2.2983,2.9203,0.1637,0.0268,2393.2153,2465.7148,2465.7148,416.3103,173314.2821,0.079,0.0808,0.4321,0.0365,0.0013
cubetest,87,r.TemporalAASamples,64,750,Profile(20260407_172944).csv,3.8123,4.7,6.2112,0.5117,0.2618,1.1333,1.3564,3.2807,0.1713,0.0293,3.8061,4.7244,6.2337,0.5273,0.2781,3.0241,3.635,3.7964,0.3268,0.1068,2.1348,2.6337,2.8775,0.2363,0.0558,2381.702,2463.9648,2463.9648,442.5661,195864.7799,0.0788,0.08,0.4312,0.0343,0.0012
cubetest,87,r.TemporalAAFilterSize,0.1,750,Profile(20260407_172956).csv,3.8001,4.6307,6.5088,0.5016,0.2516,1.1284,1.314,3.5917,0.1764,0.0311,3.7937,4.6637,6.6482,0.5174,0.2677,3.0169,3.6239,3.7696,0.3285,0.1079,2.0051,2.3414,2.8192,0.1711,0.0293,2400.4254,2462.9648,2462.9648,387.2541,149965.776,0.0792,0.08,0.4343,0.0368,0.0014
cubetest,87,r.TemporalAAFilterSize,0.25,750,Profile(20260407_173007).csv,3.8255,4.6694,6.0407,0.4989,0.2489,1.1348,1.3348,2.7497,0.1541,0.0237,3.8194,4.6853,6.0644,0.5161,0.2663,3.0224,3.6306,3.8258,0.3244,0.1052,2.1425,2.6536,3.0513,0.2429,0.059,2363.161,2461.7148,2461.7148,482.7001,232999.4235,0.0777,0.0808,0.4342,0.029,0.0008
cubetest,87,r.TemporalAAFilterSize,0.5,750,Profile(20260407_173019).csv,3.8167,4.6299,6.9213,0.4925,0.2426,1.1415,1.3714,3.0103,0.1656,0.0274,3.8108,4.6829,6.9797,0.5115,0.2616,3.0213,3.6133,4.0029,0.316,0.0999,2.139,2.6414,2.9908,0.2427,0.0589,2363.3144,2465.4648,2465.4648,491.0522,241132.2538,0.0771,0.0799,0.4414,0.0262,0.0007
cubetest,87,r.TemporalAAFilterSize,0.7,750,Profile(20260407_173031).csv,3.799,4.5476,5.9159,0.4534,0.2055,1.1257,1.2781,2.8642,0.1527,0.0233,3.7924,4.5905,6.2961,0.4761,0.2267,3.0219,3.6202,3.8275,0.3171,0.1005,2.0924,2.52,2.9127,0.201,0.0404,2362.0886,2463.9648,2463.9648,490.7975,240882.1492,0.0784,0.0798,0.4363,0.0344,0.0012
cubetest,87,r.TemporalAAFilterSize,0.9,750,Profile(20260407_173043).csv,3.8191,4.6404,5.9202,0.4934,0.2434,1.1306,1.2426,2.8474,0.1508,0.0227,3.8128,4.6921,5.9516,0.5256,0.2763,3.0255,3.6388,3.7534,0.3302,0.109,2.0947,2.5518,2.8989,0.2047,0.0419,2340.2632,2461.9648,2461.9648,533.4707,284590.9369,0.079,0.0804,0.4342,0.037,0.0014
cubetest,87,r.TemporalAAFilterSize,0.95,750,Profile(20260407_173055).csv,3.8095,4.6055,5.5159,0.4744,0.2251,1.1209,1.2185,2.844,0.1467,0.0215,3.8033,4.6547,5.535,0.4972,0.2473,3.0206,3.621,3.7888,0.321,0.1031,2.0944,2.524,3.5788,0.2132,0.0455,2341.3042,2462.9648,2462.9648,533.708,284844.1929,0.0796,0.0809,0.438,0.0389,0.0015
cubetest,87,r.TemporalAAFilterSize,1.0,750,Profile(20260407_173106).csv,3.8138,4.6524,5.6991,0.5095,0.2596,1.1286,1.2905,3.0236,0.1548,0.024,3.8073,4.6982,5.7284,0.5268,0.2775,3.0183,3.6316,3.7885,0.3284,0.1079,2.0249,2.2886,2.857,0.1648,0.0271,2383.0886,2461.9648,2461.9648,433.578,187989.8712,0.0804,0.0818,0.4383,0.0409,0.0017
cubetest,87,r.TemporalAA.HistoryScreenPercentage,100,750,Profile(20260407_173118).csv,3.8211,4.6457,5.8999,0.5094,0.2595,1.1313,1.3112,3.0124,0.1572,0.0247,3.8143,4.668,6.2904,0.5331,0.2841,3.0178,3.6289,3.7295,0.3347,0.112,2.0296,2.3443,2.9276,0.1652,0.0273,2376.2096,2465.0898,2465.0898,459.5018,211141.9192,0.0805,0.0808,0.4341,0.0428,0.0018
cubetest,87,r.TemporalAA.HistoryScreenPercentage,125,750,Profile(20260407_173130).csv,3.8756,4.7165,6.8697,0.5178,0.2682,1.1385,1.3363,2.7745,0.1553,0.0241,3.8693,4.7606,6.928,0.537,0.2884,3.1037,3.6981,3.8462,0.3175,0.1008,2.1591,2.6602,2.9022,0.2359,0.0557,2362.5067,2481.8398,2481.8398,530.8416,281792.7773,0.1039,0.1046,0.4598,0.0342,0.0012
cubetest,87,r.TemporalAA.HistoryScreenPercentage,150,750,Profile(20260407_173142).csv,3.8922,4.7248,6.0134,0.5045,0.2545,1.1443,1.3219,3.6679,0.175,0.0306,3.8859,4.7792,6.1151,0.5292,0.2801,3.1288,3.7356,3.9934,0.3155,0.0995,2.2062,2.711,2.9192,0.2411,0.0581,2359.529,2503.0898,2503.0898,582.2903,339062.0047,0.1354,0.1362,0.4956,0.0451,0.002
cubetest,87,r.TemporalAA.HistoryScreenPercentage,200,750,Profile(20260407_173153).csv,3.9514,4.8316,6.5447,0.5095,0.2596,1.1453,1.3032,3.3466,0.1615,0.0261,3.9455,4.8354,6.5437,0.5171,0.2674,3.228,3.843,4.2986,0.3334,0.1112,2.1681,2.6576,2.8547,0.2423,0.0587,2512.0907,2563.5898,2563.5898,359.1096,128959.7222,0.2292,0.2304,0.5858,0.0451,0.002
cubetest,71,r.TemporalAACurrentFrameWeight,0.01,750,Profile(20260407_173205).csv,3.7098,4.5284,5.6498,0.4619,0.2134,1.1468,1.3969,2.8222,0.173,0.0299,3.7037,4.5583,5.659,0.4866,0.2367,2.7511,3.3776,3.5537,0.3124,0.0976,2.1563,2.6275,2.9768,0.2287,0.0523,2220.2984,2392.8086,2392.8086,618.8614,382989.3853,0.0727,0.08,0.4363,0.0192,0.0004
cubetest,71,r.TemporalAACurrentFrameWeight,0.02,750,Profile(20260407_173217).csv,3.6555,4.5146,5.8243,0.4705,0.2213,1.1126,1.3801,3.4796,0.2046,0.0418,3.6493,4.5637,5.8475,0.4926,0.2427,2.7447,3.3875,3.5443,0.3175,0.1008,2.1234,2.6015,3.0455,0.233,0.0543,2241.5366,2391.5586,2391.5586,579.9718,336367.2661,0.072,0.0798,0.087,0.0041,0.0
cubetest,71,r.TemporalAACurrentFrameWeight,0.04,750,Profile(20260407_173229).csv,3.7013,4.5265,5.6041,0.4732,0.2239,1.1436,1.4093,3.5189,0.1847,0.0341,3.6949,4.536,5.6284,0.4888,0.2389,2.7554,3.3968,3.5431,0.3175,0.1008,2.1338,2.6251,2.8689,0.2272,0.0516,2243.5179,2393.8086,2393.8086,580.4844,336962.1665,0.0741,0.0799,0.4393,0.0193,0.0004
cubetest,71,r.TemporalAACurrentFrameWeight,0.06,750,Profile(20260407_173240).csv,3.7015,4.4236,5.7276,0.4275,0.1827,1.1394,1.379,2.9084,0.1698,0.0288,3.6954,4.4851,6.0398,0.4636,0.2149,2.7619,3.4073,4.0534,0.3249,0.1056,2.1722,2.6653,3.0323,0.2372,0.0563,2187.671,2395.4336,2395.4336,674.3465,454743.2596,0.0737,0.08,0.4248,0.0135,0.0002
